Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
910,v,integrate,unify,tích hợp,,
910,phrase,seamless integration,,tích hợp liền mạch,,
910,phrase,regional integration,,hội nhập khu vực,,
910,phrase,integrate data,,tích hợp dữ liệu,,
911,n,architecture,structure,kiến trúc,,
911,adj,architectural,,thuộc về kiến trúc,,
911,phrase,system architecture,,kiến trúc hệ thống,,
911,phrase,software architecture,,kiến trúc phần mềm,,
911,phrase,network architecture,,kiến trúc mạng,,
912,n,interface,connection,giao diện,,
912,v,interface,connect,tương tác,,
912,phrase,user interface (UI),,giao diện người dùng,,
912,phrase,brain-computer interface,,giao diện não-máy tính,,
912,phrase,interface with,,tương tác với,,
913,n,simulation,modeling,sự mô phỏng,,
913,v,simulate,model,mô phỏng,,
913,phrase,computer simulation,,mô phỏng máy tính,,
913,phrase,flight simulation,,mô phỏng bay,,
913,phrase,simulate conditions,,mô phỏng điều kiện,,
914,n,reliability,dependability,độ tin cậy,,
914,adj,reliable,trustworthy,đáng tin cậy,,
914,phrase,high reliability,,độ tin cậy cao,,
914,phrase,ensure reliability,,đảm bảo độ tin cậy,,
914,phrase,test reliability,,kiểm tra độ tin cậy,,
915,n,efficiency,productivity,hiệu suất,,
915,adj,efficient,productive,hiệu quả,,
915,phrase,energy efficiency,,hiệu quả năng lượng,,
915,phrase,operational efficiency,,hiệu quả vận hành,,
915,phrase,maximum efficiency,,hiệu suất tối đa,,
916,n,capability,capacity,khả năng,,
916,adj,capable,competent,có khả năng,,
916,phrase,technical capabilities,,năng lực kỹ thuật,,
916,phrase,within the capabilities of,,trong phạm vi khả năng,,
916,phrase,expand capabilities,,mở rộng khả năng,,
917,n,mechanism,system,cơ chế,,
917,adj,mechanical,,cơ khí,,
917,phrase,coping mechanism,,cơ chế ứng phó,,
917,phrase,feedback mechanism,,cơ chế phản hồi,,
917,phrase,defense mechanism,,cơ chế phòng vệ,,
918,n,specification,requirement,thông số,,
918,v,specify,detail,quy định,,
918,phrase,technical specifications,,thông số kỹ thuật,,
918,phrase,meet specifications,,đạt thông số,,
918,phrase,detailed specifications,,thông số chi tiết,,
919,adj,artificial,synthetic,nhân tạo,,
919,phrase,artificial intelligence (AI),,trí tuệ nhân tạo,,
919,phrase,artificial flavors,,hương liệu nhân tạo,,
919,phrase,artificial environment,,môi trường nhân tạo,,
920,n,robotics,,ngành robot,,
920,phrase,advanced robotics,,robot học tiên tiến,,
920,phrase,robotics engineering,,kỹ thuật robot,,
920,phrase,field of robotics,,lĩnh vực robot,,
921,n,globalization,international integration,sự toàn cầu hóa,,
921,v,globalize,integrate globally,toàn cầu hóa,,
921,phrase,economic globalization,,toàn cầu hóa kinh tế,,
921,phrase,cultural globalization,,toàn cầu hóa văn hóa,,
921,phrase,globalize markets,,toàn cầu hóa thị trường,,
922,adj,humanitarian,compassionate,nhân đạo,,
922,n,humanitarianism,,chủ nghĩa nhân đạo,,
922,phrase,humanitarian aid,,viện trợ nhân đạo,,
922,phrase,humanitarian crisis,emergency crisis,khủng hoảng nhân đạo,,
922,phrase,humanitarian grounds,,trên cơ sở nhân đạo,,
923,n,refugee,displaced person,người tị nạn,,
923,phrase,refugee camp,,trại tị nạn,,
923,phrase,asylum seeker,,người xin tị nạn,,
923,phrase,refugee status,,tư cách tị nạn,,
924,n,conflict,clash,xung đột,,
924,v,conflict,clash,mâu thuẫn,,
924,phrase,conflict resolution,dispute resolution,giải quyết xung đột,,
924,phrase,armed conflict,,xung đột vũ trang,,
924,phrase,conflicting evidence,,bằng chứng mâu thuẫn,,
925,n,poverty,indigence,nghèo đói,,
925,adj,impoverished,destitute,nghèo khó,,
925,phrase,poverty line,,chuẩn nghèo,,
925,phrase,extreme poverty,,nghèo cùng cực,,
925,phrase,alleviate poverty,reduce poverty,giảm nghèo,,
926,n,equity,fairness,tính công bằng,,
926,adj,equitable,impartial,công bằng,,
926,phrase,social equity,,bình đẳng xã hội,,
926,phrase,equitable distribution,,phân phối công bằng,,
926,phrase,brand equity,,giá trị thương hiệu,,
927,n,treaty,accord,hiệp ước,,
927,phrase,sign a treaty,,ký hiệp ước,,
927,phrase,international treaty,,hiệp ước quốc tế,,
927,phrase,peace treaty,,hiệp ước hòa bình,,
928,n,crisis,emergency,khủng hoảng,,
928,n,crises,emergencies,các cuộc khủng hoảng,,
928,phrase,financial crisis,,khủng hoảng tài chính,,
928,phrase,energy crisis,,khủng hoảng năng lượng,,
928,phrase,crisis management,,quản lý khủng hoảng,,
929,n,scarcity,shortage,sự khan hiếm,,
929,adj,scarce,limited,khan hiếm,,
929,phrase,resource scarcity,,khan hiếm tài nguyên,,
929,phrase,relative scarcity,,khan hiếm tương đối,,
929,phrase,scarcity of water,,khan hiếm nước,,
930,n,resilience,robustness,khả năng phục hồi,,
930,adj,resilient,hardy,kiên cường,,
930,phrase,economic resilience,,khả năng phục hồi kinh tế,,
930,phrase,climate resilience,,khả năng thích ứng khí hậu,,
930,phrase,psychological resilience,,sức bật tâm lý,,
931,n,exploitation,utilization,khai thác,,
931,v,exploit,utilize,khai thác,,
931,phrase,labor exploitation,bình,bóc lột lao động,,
931,phrase,exploit resources,,khai thác tài nguyên,,
931,phrase,exploitation of women,,bóc lột phụ nữ,,
932,n,advocacy,promotion,sự vận động,,
932,v,advocate,promote,vận động,,
932,phrase,public advocacy,,vận động cộng đồng,,
932,phrase,child advocacy,,bảo vệ trẻ em,,
932,phrase,advocate for change,,vận động thay đổi,,
933,n,vulnerability,susceptibility,tính dễ tổn thương,,
933,adj,vulnerable,susceptible,dễ bị tổn thương,,
933,phrase,vulnerable groups,,nhóm dễ bị tổn thương,,
933,phrase,environmental vulnerability,,tính dễ tổn thương môi trường,,
933,phrase,vulnerable to attack,,dễ bị tấn công,,
934,n,interdependence,mutual reliance,sự phụ thuộc lẫn nhau,,
934,adj,interdependent,interconnected,phụ thuộc lẫn nhau,,
934,phrase,global interdependence,,phụ thuộc toàn cầu,,
934,phrase,economic interdependence,,phụ thuộc kinh tế lẫn nhau,,
935,n,intervention,involvement,sự can thiệp,,
935,v,intervene,step in,can thiệp,,
935,phrase,military intervention,,can thiệp quân sự,,
935,phrase,government intervention,,can thiệp chính phủ,,
935,phrase,early intervention,,can thiệp sớm,,
936,n,irrigation,watering,tưới tiêu,,
936,v,irrigate,water,tưới,,
936,phrase,irrigation system,,hệ thống tưới,,
936,phrase,drip irrigation,,tưới nhỏ giọt,,
936,phrase,land irrigation,,tưới đất,,
937,n,cultivation,farming,canh tác,,
937,v,cultivate,farm,trồng trọt,,
937,phrase,soil cultivation,,cải tạo đất,,
937,phrase,cultivate a relationship,,vun đắp mối quan hệ,,
937,phrase,shifting cultivation,,du canh,,
938,n,fertilizer,nutrient,phân bón,,
938,v,fertilize,enrich,bón phân,,
938,phrase,chemical fertilizer,,phân hóa học,,
938,phrase,organic fertilizer,,phân hữu cơ,,
938,phrase,soil fertility,,độ phì nhiêu đất,,
939,n,pesticide,insecticide,thuốc trừ sâu,,
939,phrase,pesticide resistance,,kháng thuốc trừ sâu,,
939,phrase,reduce pesticide use,,giảm dùng thuốc trừ sâu,,
939,phrase,pesticide runoff,,rửa trôi thuốc trừ sâu,,
940,n,yield,output,sản lượng,,
940,v,yield,produce,cho sản lượng,,
940,phrase,crop yield,,năng suất cây trồng,,
940,phrase,high-yield varieties,,giống năng suất cao,,
940,phrase,yield results,,mang lại kết quả,,
941,n,harvest,crop,thu hoạch,,
941,v,harvest,gather,thu hoạch,,
941,phrase,bumper harvest,,vụ mùa bội thu,,
941,phrase,harvesting season,,mùa thu hoạch,,
941,phrase,post-harvest losses,,tổn thất sau thu hoạch,,
942,n,subsistence,survival,tự cung tự cấp,,
942,phrase,subsistence farming,,nông nghiệp tự túc,,
942,phrase,subsistence level,,mức sống tối thiểu,,
942,phrase,means of subsistence,,phương tiện sinh tồn,,
943,adj,genetically modified (GM),engineered,biến đổi gen,,
943,phrase,GM crops,,cây trồng biến đổi gen,,
943,phrase,GM technology,,công nghệ biến đổi gen,,
943,phrase,genetically modified organisms (GMOs),,sinh vật biến đổi gen,,
944,adj,organic,biological,hữu cơ,,
944,phrase,organic farming,,canh tác hữu cơ,,
944,phrase,organic produce,,sản phẩm hữu cơ,,
944,phrase,certified organic,,được chứng nhận hữu cơ,,
945,n,livestock,domestic animals,gia súc,,
945,phrase,livestock production,,chăn nuôi,,
945,phrase,domesticated livestock,,gia súc thuần hóa,,
945,phrase,grazing livestock,,gia súc chăn thả,,
946,n,pasture,grassland,đồng cỏ,,
946,v,pasture,graze,chăn thả,,
946,phrase,permanent pasture,,đồng cỏ thường xuyên,,
946,phrase,pasture land,,đất đồng cỏ,,
947,adj,arable,cultivable,có thể canh tác,,
947,phrase,arable land,,đất canh tác,,
947,phrase,total arable area,,tổng diện tích đất canh tác,,
948,n,famine,starvation,nạn đói,,
948,phrase,widespread famine,,nạn đói diện rộng,,
948,phrase,famine relief,,cứu trợ đói,,
948,phrase,threat of famine,,mối đe dọa nạn đói,,
949,n,malnutrition,undernourishment,suy dinh dưỡng,,
949,adj,malnourished,undernourished,suy dinh dưỡng,,
949,phrase,chronic malnutrition,,suy dinh dưỡng mãn tính,,
949,phrase,child malnutrition,,suy dinh dưỡng ở trẻ em,,
950,phrase,food security,,an ninh lương thực,,
950,phrase,food insecurity,,mất an ninh lương thực,,
950,phrase,global food security,,an ninh lương thực toàn cầu,,
951,n,polymer,,polyme,,
951,phrase,synthetic polymer,,polyme tổng hợp,,
951,phrase,natural polymer,,polyme tự nhiên,,
951,phrase,polymer chains,,các chuỗi polyme,,
952,n,alloy,metal mixture,hợp kim,,
952,v,alloy,mix metals,pha trộn kim loại,,
952,phrase,aluminum alloy,,hợp kim nhôm,,
952,phrase,alloy steel,,thép hợp kim,,
953,n,composite,combined material,vật liệu composite,,
953,adj,composite,,tổng hợp,,
953,phrase,composite material,,vật liệu composite,,
953,phrase,carbon fiber composite,,composite sợi carbon,,
954,n,semiconductor,,chất bán dẫn,,
954,phrase,semiconductor industry,,công nghiệp bán dẫn,,
954,phrase,semiconductor chips,,chip bán dẫn,,
955,n,superconductivity,,tính siêu dẫn,,
955,adj,superconducting,,siêu dẫn,,
955,phrase,critical temperature,,nhiệt độ tới hạn,,
956,n,tensile strength,breaking strength,độ bền kéo,,
956,adj,tensile,,thuộc về kéo,,
956,phrase,high tensile strength,,độ bền kéo cao,,
956,phrase,tensile stress,,ứng suất kéo,,
957,n,ductility,malleability,tính dẻo,,
957,adj,ductile,malleable,dẻo,,
957,phrase,ductile metal,,kim loại dẻo,,
958,n,malleability,formability,tính dễ dát mỏng,,
958,adj,malleable,workable,dễ gia công,,
958,phrase,malleable iron,,gang dẻo,,
958,phrase,highly malleable,,dễ dát mỏng,,
959,n,friction,rubbing,ma sát,,
959,phrase,coefficient of friction,,hệ số ma sát,,
959,phrase,reduce friction,,giảm ma sát,,
959,phrase,static friction,,ma sát tĩnh,,
960,n,viscosity,thickness,độ nhớt,,
960,adj,viscous,thick,nhớt,,
960,phrase,high viscosity,,độ nhớt cao,,
960,phrase,fluid viscosity,,độ nhớt chất lỏng,,
961,n,corrosion,rusting,sự ăn mòn,,
961,v,corrode,rust,ăn mòn,,
961,phrase,metal corrosion,,ăn mòn kim loại,,
961,phrase,prevent corrosion,,ngăn ngừa ăn mòn,,
961,phrase,corrosion resistant,,chống ăn mòn,,
962,n,oxidation,,sự oxy hóa,,
962,v,oxidize,,oxy hóa,,
962,phrase,oxidation process,,quá trình oxy hóa,,
962,phrase,oxidation state,,trạng thái oxy hóa,,
963,adj,inert,non-reactive,trơ,,
963,phrase,inert gas,,khí trơ,,
963,phrase,chemically inert,,trơ hóa học,,
964,n,elasticity,flexibility,tính đàn hồi,,
964,adj,elastic,springy,đàn hồi,,
964,phrase,limit of elasticity,,giới hạn đàn hồi,,
964,phrase,price elasticity,,độ co giãn giá,,
965,adj,crystalline,,kết tinh,,
965,n,crystal,,tinh thể,,
965,phrase,crystalline structure,,cấu trúc tinh thể,,
965,phrase,polycrystalline material,,vật liệu đa tinh thể,,
966,n,linguistics,language science,ngôn ngữ học,,
966,adj,linguistic,,ngôn ngữ,,
966,phrase,applied linguistics,,ngôn ngữ học ứng dụng,,
966,phrase,linguistic diversity,,đa dạng ngôn ngữ,,
966,phrase,linguistic features,,đặc trưng ngôn ngữ,,
967,n,phonology,sound study,âm vị học,,
967,adj,phonological,,thuộc âm vị,,
967,phrase,phonological awareness,,nhận thức âm vị,,
967,phrase,phonological rules,,quy tắc âm vị,,
968,n,syntax,grammar structure,cú pháp,,
968,adj,syntactic,,thuộc cú pháp,,
968,phrase,syntactic structure,,cấu trúc cú pháp,,
968,phrase,syntactic rules,,quy tắc cú pháp,,
969,n,semantics,meaning science,ngữ nghĩa học,,
969,adj,semantic,,thuộc ngữ nghĩa,,
969,phrase,semantic change,,biến đổi ngữ nghĩa,,
969,phrase,semantic field,,trường nghĩa,,
970,n,pragmatics,context study,ngữ dụng học,,
970,adj,pragmatic,practical,thực tế,,
970,phrase,pragmatic approach,,cách tiếp cận thực tiễn,,
970,phrase,pragmatic competence,,năng lực ngữ dụng,,
971,n,dialect,regional language,phương ngữ,,
971,adj,dialectal,,thuộc phương ngữ,,
971,phrase,regional dialect,,phương ngữ vùng miền,,
971,phrase,dialect variations,,biến thể phương ngữ,,
972,n,etymology,word history,từ nguyên học,,
972,adj,etymological,,thuộc từ nguyên,,
972,phrase,word etymology,,nguồn gốc từ,,
972,phrase,etymological root,,gốc từ,,
973,n,bilingualism,,song ngữ,,
973,adj,bilingual,,song ngữ,,
973,phrase,balanced bilingualism,,song ngữ cân bằng,,
973,phrase,bilingual education,,giáo dục song ngữ,,
974,n,literacy,,biết chữ,,
974,phrase,functional literacy,,biết chữ cơ bản,,
974,phrase,media literacy,,hiểu biết truyền thông,,
974,phrase,literacy rate,,tỷ lệ biết chữ,,
975,n,narrative,story,kể chuyện,,
975,v,narrate,relate,kể lại,,
975,phrase,first-person narrative,,kể chuyện ngôi thứ nhất,,
975,phrase,dominant narrative,,dòng tường thuật chính,,
975,phrase,historical narrative,,tường thuật lịch sử,,
976,n,discourse,communication,diễn ngôn,,
976,phrase,academic discourse,,diễn ngôn học thuật,,
976,phrase,public discourse,,diễn ngôn công cộng,,
976,phrase,discourse analysis,,phân tích diễn ngôn,,
977,n,terminology,specialized vocabulary,thuật ngữ học,,
977,phrase,technical terminology,,thuật ngữ kỹ thuật,,
977,phrase,medical terminology,,thuật ngữ y học,,
977,phrase,scientific terminology,,thuật ngữ khoa học,,
978,n,jargon,specialized language,biệt ngữ,,
978,phrase,legal jargon,,biệt ngữ luật,,
978,phrase,avoid jargon,,tránh dùng biệt ngữ,,
978,phrase,insider jargon,,biệt ngữ nội bộ,,
979,n,connotation,implied meaning,liên tưởng,,
979,v,connote,imply,gợi ý,,
979,phrase,negative connotation,,liên tưởng tiêu cực,,
979,phrase,positive connotation,,liên tưởng tích cực,,
979,phrase,cultural connotation,,liên tưởng văn hóa,,
980,n,denotation,literal meaning,nghĩa trực tiếp,,
